개방자치단체코드,관리번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
6510000,202565100000800072,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도2동 14-30,교통단속,4,200,360도 전방면,30,,064-728-7352,33.515725,126.523315,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800355,제주특별자치도 제주시청,,제주특별자치도 제주시 아라일동 6161-4,교통단속,2,200,360도 전방면,30,,064-728-7352,33.47205,126.5526,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800277,제주특별자치도 제주시청,,제주특별자치도 제주시 외도1동 559-1,교통단속,5,200,360도 전방면,30,,064-728-7352,33.486979,126.431543,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800307,제주특별자치도 제주시청,,제주특별자치도 제주시 용담2동 1462,교통단속,5,200,360도 전방면,30,,064-728-7352,33.5055,126.4961,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800328,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 3789-4,교통단속,5,200,360도 전방면,30,,064-728-7352,33.4836,126.47795,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800217,제주특별자치도 제주시청,,제주특별자치도 제주시 아라1동 6089,교통단속,3,200,360도 전방면,30,,064-728-7352,33.4734,126.5439,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800034,제주특별자치도 제주시청,,제주특별자치도 제주시 오라1동 1006,교통단속,5,200,360도 전방면,30,,064-728-7352,33.4957,126.519235,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800118,제주특별자치도 제주시청,,제주특별자치도 ?제주시 삼도1동 536,교통단속,5,200,360도 전방면,30,,064-728-7352,33.50198,126.519913,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800084,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 271-6,교통단속,5,200,360도 전방면,30,,064-728-7352,33.489894,126.490147,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800147,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 1282-1,교통단속,4,200,360도 전방면,30,,064-728-7352,33.486154,126.47793,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800207,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 2569,교통단속,4,200,360도 전방면,30,,064-728-7352,33.487522,126.468676,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800101,제주특별자치도 제주시청,,제주특별자치도 제주시 조천읍 함덕리 1252-4,교통단속,5,200,360도 전방면,30,,064-728-7352,33.541958,126.665147,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800288,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 1549,교통단속,3,200,360도 전방면,30,,064-728-7352,33.48175,126.4922,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800230,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 919,교통단속,4,200,360도 전방면,30,,064-728-7352,33.484499,126.481046,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800062,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 1397,교통단속,5,200,360도 전방면,30,,064-728-7352,33.481055,126.487333,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800294,제주특별자치도 제주시청,,제주특별자치도 제주시 화북2동 4949,교통단속,4,200,360도 전방면,30,,064-728-7352,33.5134,126.5535,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800069,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도1동 518-5,교통단속,5,200,360도 전방면,30,,064-728-7352,33.499956,126.516533,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800026,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 272-31,교통단속,5,200,360도 전방면,30,,064-728-7352,33.488785,126.490851,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800081,제주특별자치도 제주시청,,제주특별자치도 제주시 용담1동 2824-7,교통단속,5,200,360도 전방면,30,,064-728-7352,33.500078,126.512858,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800031,제주특별자치도 제주시청,,제주특별자치도 제주시 화북1동 1154-17,교통단속,4,200,360도 전방면,30,,064-728-7352,33.519165,126.572931,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800320,제주특별자치도 제주시청,,제주특별자치도 제주시 일도2동 323-15,교통단속,5,200,360도 전방면,30,,064-728-7352,33.5098,126.5432,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800172,제주특별자치도 제주시청,,제주특별자치도 제주시 도남동 669-2,교통단속,4,200,360도 전방면,30,,064-728-7352,33.487395,126.52025,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800182,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 274-46,교통단속,5,200,360도 전방면,30,,064-728-7352,33.485775,126.491968,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800075,제주특별자치도 제주시청,,제주특별자치도 제주시 이도1동 1687-10,교통단속,4,200,360도 전방면,30,,064-728-7352,33.503116,126.52619,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800005,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 273-1,교통단속,5,200,360도 전방면,30,,064-728-7352,33.487862,126.490102,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800282,제주특별자치도 제주시청,,제주특별자치도 제주시 도남동 1049,교통단속,3,200,360도 전방면,30,,064-728-7352,33.490283,126.519428,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800348,제주특별자치도 제주시청,,제주특별자치도 제주시 김녕리 3613,교통단속,3,200,360도 전방면,30,,064-728-7352,33.554267,126.747373,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800112,제주특별자치도 제주시청,,제주특별자치도 제주시 용담2동 2002,교통단속,3,200,360도 전방면,30,,064-728-7352,33.5061,126.49605,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800190,제주특별자치도 제주시청,,제주특별자치도 제주시 일도2동 365-13,교통단속,3,200,360도 전방면,30,,064-728-7352,33.5056,126.538299,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800340,제주특별자치도 제주시청,,제주특별자치도 제주시 오라2동 1496-3,교통단속,3,200,360도 전방면,30,,064-728-7352,33.486882,126.51299,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800333,제주특별자치도 제주시청,,제주특별자치도 제주시 도남동 835-8,교통단속,4,200,360도 전방면,30,,064-728-7352,33.492484,126.524715,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800016,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 710-1,교통단속,5,200,360도 전방면,30,,064-728-7352,33.482068,126.483324,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800292,제주특별자치도 제주시청,,제주특별자치도 제주시 일도2동 992-18,교통단속,4,200,360도 전방면,30,,064-728-7352,33.5137,126.5353,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800060,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 720-4,교통단속,3,200,360도 전방면,30,,064-728-7352,33.481171,126.483031,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800178,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 263-1,교통단속,5,200,360도 전방면,30,,064-728-7352,33.48584,126.489993,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800097,제주특별자치도 제주시청,,제주특별자치도 제주시 아라1동 6118-5,교통단속,4,200,360도 전방면,30,,064-728-7352,33.47626,126.54997,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800058,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 1510-2,교통단속,3,200,360도 전방면,30,,064-728-7352,33.478217,126.487286,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800341,제주특별자치도 제주시청,,제주특별자치도 제주시 오라2동 1504-1 부근,교통단속,3,200,360도 전방면,30,,064-728-7352,33.485355,126.512992,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800243,제주특별자치도 제주시청,,제주특별자치도 제주시 애월읍 하귀1리 154-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.4849,126.41653,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800046,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 323-14,교통단속,4,200,360도 전방면,30,,064-728-7352,33.4856,126.4998,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800033,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 273-35,교통단속,5,200,360도 전방면,30,,064-728-7352,33.48685,126.490668,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800161,제주특별자치도 제주시청,,제주특별자치도 제주시 용담2동 358-29,교통단속,4,200,360도 전방면,30,,064-728-7352,33.511437,126.511332,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800149,제주특별자치도 제주시청,,제주특별자치도 제주시 한림읍 동명리 1592-3,교통단속,5,200,360도 전방면,30,,064-728-7352,33.410225,126.265687,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800024,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 417-3,교통단속,3,200,360도 전방면,30,,064-728-7352,33.499374,126.544805,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800078,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도2동 303-9,교통단속,5,200,360도 전방면,30,,064-728-7352,33.504474,126.525465,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800228,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 928,교통단속,4,200,360도 전방면,30,,064-728-7352,33.486049,126.482366,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800158,제주특별자치도 제주시청,,제주특별자치도 제주시 조천읍 조천리 2211-4,교통단속,5,200,360도 전방면,30,,064-728-7352,33.535394,126.63578,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800225,제주특별자치도 제주시청,,제주특별자치도 제주시 조천읍 함덕리 962,교통단속,4,200,360도 전방면,30,,064-728-7352,33.540891,126.669287,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800066,제주특별자치도 제주시청,,제주특별자치도 제주시 일도1동 1145-4,교통단속,4,200,360도 전방면,30,,064-728-7352,33.513081,126.527462,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800204,제주특별자치도 제주시청,,제주특별자치도 제주시 화북1동 1019-1,교통단속,4,200,360도 전방면,30,,064-728-7352,33.51422,126.5747,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800359,제주특별자치도 제주시청,,제주특별자치도 제주시 건입동 1045-1,교통단속,6,200,360도 전방면,30,,064-728-7352,33.51423,126.5384,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800305,제주특별자치도 제주시청,,제주특별자치도 제주시 한림리 970-1,교통단속,4,200,360도 전방면,30,,064-728-7352,33.41205,126.2683,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800327,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 3788-6,교통단속,4,200,360도 전방면,30,,064-728-7352,33.4836,126.4769,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800094,제주특별자치도 제주시청,,제주특별자치도 제주시 일도1동 1276-5,교통단속,5,200,360도 전방면,30,,064-728-7352,33.5154,126.5268,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800237,제주특별자치도 제주시청,,제주특별자치도 제주시 이도1동 1413-1,교통단속,5,200,360도 전방면,30,,064-728-7352,33.511311,126.524373,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800319,제주특별자치도 제주시청,,제주특별자치도 제주시 외도1동 495-6,교통단속,5,200,360도 전방면,30,,064-728-7352,33.48925,126.43093,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800142,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 3782-7,교통단속,4,200,360도 전방면,30,,064-728-7352,33.483809,126.47894,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800029,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 2736,교통단속,4,200,360도 전방면,30,,064-728-7352,33.492434,126.472268,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800215,제주특별자치도 제주시청,,제주특별자치도 제주시 도련1동 1938-5,교통단속,5,200,360도 전방면,30,,064-728-7352,33.515904,126.580581,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800051,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 251-57,교통단속,7,200,360도 전방면,30,,064-728-7352,33.489953,126.48661,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800227,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 1058-24,교통단속,4,200,360도 전방면,30,,064-728-7352,33.495488,126.53474,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800083,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 260-9,교통단속,4,200,360도 전방면,30,,064-728-7352,33.491427,126.489051,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800247,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 2476-3,교통단속,5,200,360도 전방면,30,,064-728-7352,33.494757,126.478256,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800192,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도1동 579-5,교통단속,3,200,360도 전방면,30,,064-728-7352,33.499745,126.522581,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800308,제주특별자치도 제주시청,,제주특별자치도 제주시 봉성리 3276-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.4198,126.3125,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800280,제주특별자치도 제주시청,,제주특별자치도  제주시 도남동 1049,교통단속,4,200,360도 전방면,30,,064-728-7352,33.490956,126.51971,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800289,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 1549,교통단속,3,200,360도 전방면,30,,064-728-7352,33.48183,126.4922,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800059,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 1511-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.4774,126.4873,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800362,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 722,교통단속,1,200,360도 전방면,30,,064-728-7352,33.482546,126.485449,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800123,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도1동 1227-33,교통단속,5,200,360도 전방면,30,,064-728-7352,33.50955,126.517823,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800168,제주특별자치도 제주시청,,제주특별자치도 제주시 일도2동 409-11,교통단속,5,200,360도 전방면,30,,064-728-7352,33.504775,126.54232,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800234,제주특별자치도 제주시청,,제주특별자치도 제주시 외도2동 234-23,교통단속,4,200,360도 전방면,30,,064-728-7352,33.493619,126.433791,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800087,제주특별자치도 제주시청,,제주특별자치도 제주시 일도1동 1306-13,교통단속,5,200,360도 전방면,30,,064-728-7352,33.514845,126.526784,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800175,제주특별자치도 제주시청,,제주특별자치도 제주시 오라2동 1920-1,교통단속,3,200,360도 전방면,30,,064-728-7352,33.48665,126.50693,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800346,제주특별자치도 제주시청,,제주특별자치도 제주시 외도1동1409-4,교통단속,4,200,360도 전방면,30,,064-728-7352,33.484045,126.426883,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800290,제주특별자치도 제주시청,,제주특별자치도 제주시 아라1동 6092-11,교통단속,4,200,360도 전방면,30,,064-728-7352,33.4739,126.54495,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800223,제주특별자치도 제주시청,,제주특별자치도 제주시 구좌읍 월정리 6,교통단속,3,200,360도 전방면,30,,064-728-7352,33.555335,126.797039,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800218,제주특별자치도 제주시청,,제주특별자치도 제주시 화북1동 29-3,교통단속,4,200,360도 전방면,30,,064-728-7352,33.520246,126.572779,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800336,제주특별자치도 제주시청,,제주특별자치도 제주시 화북1동 1150-4,교통단속,1,200,360도 전방면,30,,064-728-7352,33.518429,126.572985,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800298,제주특별자치도 제주시청,,제주특별자치도 제주시 화북1동 1025,교통단속,4,200,360도 전방면,30,,064-728-7352,33.5149,126.57465,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800021,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 75-2,교통단속,4,200,360도 전방면,30,,064-728-7352,33.49444,126.54853,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800354,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도이동 114,교통단속,3,200,360도 전방면,30,,064-728-7352,33.51207,126.5235,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800077,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도1동 511-13,교통단속,3,200,360도 전방면,30,,064-728-7352,33.503154,126.516591,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800339,제주특별자치도 제주시청,,제주특별자치도 제주시 연사2길 20입구,교통단속,4,200,360도 전방면,30,,064-728-7352,33.487433,126.513491,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800124,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도1동 1227-33,교통단속,5,200,360도 전방면,30,,064-728-7352,33.50955,126.5177,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800321,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 1373-5,교통단속,5,200,360도 전방면,30,,064-728-7352,33.4819,126.48987,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800193,제주특별자치도 제주시청,,제주특별자치도 제주시 삼도1동 534-10,교통단속,5,200,360도 전방면,30,,064-728-7352,33.499847,126.51987,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800295,제주특별자치도 제주시청,,제주특별자치도 제주시 해안동 1975-6,교통단속,3,200,360도 전방면,30,,064-728-7352,33.4569,126.45495,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:11
6510000,202565100000800194,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 1498,교통단속,4,200,360도 전방면,30,,064-728-7352,33.478909,126.489805,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800048,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 1284-6,교통단속,4,200,360도 전방면,30,,064-728-7352,33.485269,126.475928,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800264,제주특별자치도 제주시청,,제주특별자치도 제주시 구좌로 65,교통단속,4,200,360도 전방면,30,,064-728-7352,33.522142,126.858122,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800052,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 316,교통단속,3,200,360도 전방면,30,,064-728-7352,33.4832,126.4971,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
6510000,202565100000800242,제주특별자치도 제주시청,,제주특별자치도 제주시 용담1동 2578-3,교통단속,3,200,360도 전방면,30,,064-728-7352,33.50518,126.5145,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800231,제주특별자치도 제주시청,,제주특별자치도 제주시 노형동 903-5,교통단속,4,200,360도 전방면,30,,064-728-7352,33.486065,126.480633,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800135,제주특별자치도 제주시청,,제주특별자치도 제주시 이도2동 1026-12,교통단속,5,200,360도 전방면,30,,064-728-7352,33.49271,126.535626,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800139,제주특별자치도 제주시청,,제주특별자치도 제주시 연동 271-24,교통단속,5,200,360도 전방면,30,,064-728-7352,33.48983,126.49205,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:10
6510000,202565100000800065,제주특별자치도 제주시청,,제주특별자치도 제주시 일도2동 167-8,교통단속,5,200,360도 전방면,30,,064-728-7352,33.508374,126.533609,2025-11-05,I,2026-05-15 18:45:38,2025-12-09 16:23:09
