개방자치단체코드,관리번호,과속방지턱관리번호,도로명,시도명,시군구명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,WGS84위도,WGS84경도,보차분리여부,연속형여부,과속방지턱설치연도,관리기관명,관리기관전화번호,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
6510000,202465100000600186,,제주특별자치도 제주시 신조로,제주특별자치도,제주시,,제주특별자치도 제주시 조천읍 신촌리 945-7,제주특별자치도 제주시 조천읍 신촌리 945-7,원호형,원호형,10,360,500,일반,Y,33.5184272771,126.6253980930,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000601390,,제주특별자치도 제주시 신대로22길,제주특별자치도,제주시,제주특별자치도 제주시 신대로22길 8,제주특별자치도 제주시 연동 298-8,제주특별자치도 제주시 연동 298-8,원호형,원호형,10,360,500,일반,Y,33.4824717200,126.4942420000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000600512,,제주특별자치도 제주시 진남로4길,제주특별자치도,제주시,제주특별자치도 제주시 진동로5길 9,제주특별자치도 제주시 화북일동 1953-11,제주특별자치도 제주시 화북일동 1953-11,원호형,원호형,10,360,500,일반,Y,33.5212190700,126.5641382000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000600974,,제주특별자치도 제주시 항골남길,제주특별자치도,제주시,제주특별자치도 제주시 항골남길 33,제주특별자치도 제주시 이호일동 678-7,제주특별자치도 제주시 이호일동 678-7,원호형,원호형,10,360,500,일반,Y,33.4973303700,126.4588086000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:29
6510000,202465100000600412,,제주특별자치도 제주시 용담로,제주특별자치도,제주시,제주특별자치도 제주시 용담로 16,제주특별자치도 제주시 용담이동 935-22,제주특별자치도 제주시 용담이동 935-22,원호형,원호형,8,360,500,일반,Y,33.5132059633,126.5043930535,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000601452,,제주특별자치도 제주시 선덕로8길,제주특별자치도,제주시,제주특별자치도 제주시 선덕로8길 15,제주특별자치도 제주시 연동 324-23,제주특별자치도 제주시 연동 324-23,원호형,원호형,10,360,500,일반,Y,33.4841443700,126.5011429000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000600581,,제주특별자치도 제주시 동화로1길,제주특별자치도,제주시,제주특별자치도 제주시 동화로1길 45-6,제주특별자치도 제주시 화북일동 13-4,제주특별자치도 제주시 화북일동 13-4,원호형,원호형,10,360,500,일반,Y,33.5183587162,126.5770488372,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:27
6510000,202465100000601363,,제주특별자치도 제주시 연화중길,제주특별자치도,제주시,제주특별자치도 제주시 연화중길 18,제주특별자치도 제주시 연동 1527-6,제주특별자치도 제주시 연동 1527-6,원호형,원호형,10,360,500,일반,Y,33.4773030058,126.4885815586,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000601002,,제주특별자치도 제주시 서해안로,제주특별자치도,제주시,제주특별자치도 제주시 서해안로 161,제주특별자치도 제주시 도두일동 2626-5,제주특별자치도 제주시 도두일동 2626-5,원호형,원호형,10,360,500,일반,Y,33.5040159740,126.4660517633,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:29
6510000,202465100000600106,,제주특별자치도 제주시 함와로,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 함와로 86,제주특별자치도 제주시 조천읍 함덕리 290-16,제주특별자치도 제주시 조천읍 함덕리 290-16,원호형,원호형,10,360,500,일반,Y,33.5324059565,126.6759413731,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000600799,,제주특별자치도 제주시 정원로,제주특별자치도,제주시,제주특별자치도 제주시 정원로 35,제주특별자치도 제주시 노형동 742,제주특별자치도 제주시 노형동 742,원호형,원호형,10,360,500,일반,Y,33.4786719200,126.4781201000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:28
6510000,202465100000600383,,제주특별자치도 제주시 어영길,제주특별자치도,제주시,제주특별자치도 제주시 어영길 42,제주특별자치도 제주시 용담삼동 1200-1,제주특별자치도 제주시 용담삼동 1200-1,원호형,원호형,8,360,500,일반,Y,33.5179580200,126.4973789000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000600328,,제주특별자치도 제주시 남성로23길,제주특별자치도,제주시,제주특별자치도 제주시 중앙로14길 29,제주특별자치도 제주시 삼도이동 918,제주특별자치도 제주시 삼도이동 918,원호형,가상형,0,360,500,일반,Y,33.5108819300,126.5213594000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000601956,,제주특별자치도 제주시 연사길,제주특별자치도,제주시,제주특별자치도 제주시 연사길 19,제주특별자치도 제주시 오라이동 1429-1,제주특별자치도 제주시 오라이동 1429-1,원호형,원호형,10,360,500,일반,Y,33.4884697900,126.5158803000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:36
6510000,202465100000600833,,제주특별자치도 제주시 통물길,제주특별자치도,제주시,제주특별자치도 제주시 통물길 125,제주특별자치도 제주시 외도일동 106-1,제주특별자치도 제주시 외도일동 106-1,원호형,원호형,10,360,500,일반,Y,33.4824057100,126.4386187000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:28
6510000,202465100000601491,,제주특별자치도 제주시 연문6길,제주특별자치도,제주시,제주특별자치도 제주시 연문6길 3,제주특별자치도 제주시 연동 320-49,제주특별자치도 제주시 연동 320-49,원호형,원호형,10,360,500,일반,Y,33.4928846100,126.5014843000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000600376,,제주특별자치도 제주시 어영길,제주특별자치도,제주시,,제주특별자치도 제주시 용담삼동 1286-8,제주특별자치도 제주시 용담삼동 1286-8,원호형,원호형,8,360,500,일반,Y,33.5144000583,126.4922791335,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000601057,,제주특별자치도 제주시 광산로,제주특별자치도,제주시,,제주특별자치도 제주시 한림읍 금악리 278-6,제주특별자치도 제주시 한림읍 금악리 278-6,원호형,원호형,10,360,500,일반,Y,33.3718769502,126.3166856800,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:29
6510000,202465100000600398,,제주특별자치도 제주시 흥운길,제주특별자치도,제주시,제주특별자치도 제주시 흥운길 79,제주특별자치도 제주시 용담이동 438,제주특별자치도 제주시 용담이동 438,원호형,원호형,8,360,500,일반,Y,33.5156397200,126.5139277000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000600668,,제주특별자치도 제주시 1100로,제주특별자치도,제주시,,제주특별자치도 제주시 노형동 633-3,제주특별자치도 제주시 노형동 633-3,원호형,원호형,10,360,500,일반,Y,33.4737414930,126.4837350514,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:27
6510000,202465100000600318,,제주특별자치도 제주시 무근성7길,제주특별자치도,제주시,제주특별자치도 제주시 무근성7길 37,제주특별자치도 제주시 삼도이동 1112-22,제주특별자치도 제주시 삼도이동 1112-22,원호형,원호형,10,360,500,일반,Y,33.5155231800,126.5216741000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000601758,,제주특별자치도 제주시 사송길,제주특별자치도,제주시,제주특별자치도 제주시 사송길 41,제주특별자치도 제주시 영평동 1897-2,제주특별자치도 제주시 영평동 1897-2,원호형,원호형,10,370,500,일반,Y,33.4742326000,126.5653290000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:34
6510000,202465100000600969,,제주특별자치도 제주시 백포동길,제주특별자치도,제주시,제주특별자치도 제주시 백포동길 24,제주특별자치도 제주시 이호일동 335-5,제주특별자치도 제주시 이호일동 335-5,원호형,원호형,8,360,500,일반,Y,33.5024130300,126.4606793000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:29
6510000,202465100000600824,,제주특별자치도 제주시 도평길,제주특별자치도,제주시,제주특별자치도 제주시 도평길 46-1,제주특별자치도 제주시 도평동 897-3,제주특별자치도 제주시 도평동 897-3,원호형,원호형,8,300,500,일반,Y,33.4782601000,126.4491459000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:28
6510000,202465100000600514,,제주특별자치도 제주시 진남로2길,제주특별자치도,제주시,제주특별자치도 제주시 진남로2길 12,제주특별자치도 제주시 화북일동 1964-17,제주특별자치도 제주시 화북일동 1964-17,원호형,원호형,10,360,500,일반,Y,33.5199442900,126.5641324000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000600958,,제주특별자치도 제주시 서해안로,제주특별자치도,제주시,제주특별자치도 제주시 서해안로 58,제주특별자치도 제주시 이호일동 374,제주특별자치도 제주시 이호일동 374,원호형,원호형,10,360,500,일반,Y,33.5021567800,126.4564041000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:29
6510000,202465100000601965,,제주특별자치도 제주시 연미길,제주특별자치도,제주시,,제주특별자치도 제주시 오라이동 3140-1,제주특별자치도 제주시 오라이동 3140-1,원호형,원호형,10,360,500,일반,Y,33.4844186900,126.5023901000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:36
6510000,202465100000601739,,제주특별자치도 제주시 기와4길,제주특별자치도,제주시,제주특별자치도 제주시 기와4길 48-1,제주특별자치도 제주시 영평동 2417-6,제주특별자치도 제주시 영평동 2417-6,원호형,가상형,0,360,500,일반,Y,33.4791440000,126.5608150000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:34
6510000,202465100000600053,,제주특별자치도 제주시 신북로,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 신북로 74,제주특별자치도 제주시 조천읍 신촌리 1791-1,제주특별자치도 제주시 조천읍 신촌리 1791-1,원호형,원호형,10,360,500,일반,Y,33.5344222279,126.6217415460,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000601547,,제주특별자치도 제주시 원당로11길,제주특별자치도,제주시,제주특별자치도 제주시 원당로11길 16,제주특별자치도 제주시 삼양일동 1589-19,제주특별자치도 제주시 삼양일동 1589-19,원호형,원호형,10,360,500,일반,Y,33.5285312358,126.5917046232,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:33
6510000,202465100000600730,,제주특별자치도 제주시 정존13길,제주특별자치도,제주시,제주특별자치도 제주시 정존13길 4,제주특별자치도 제주시 노형동 1287-2,제주특별자치도 제주시 노형동 1287-2,원호형,원호형,10,360,500,일반,Y,33.4857372500,126.4777133000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:27
6510000,202465100000601969,,제주특별자치도 제주시 연사길,제주특별자치도,제주시,,제주특별자치도 제주시 오라이동 1382-1,제주특별자치도 제주시 오라이동 1382-1,원호형,원호형,10,360,500,일반,Y,33.4894536820,126.5135360908,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:36
6510000,202465100000600120,,제주특별자치도 제주시 북흘로,제주특별자치도,제주시,,제주특별자치도 제주시 조천읍 북촌리 56-9,제주특별자치도 제주시 조천읍 북촌리 56-9,원호형,원호형,10,360,500,일반,Y,33.5323082620,126.7017839537,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000600407,,제주특별자치도 제주시 흥운길,제주특별자치도,제주시,제주특별자치도 제주시 흥운길 65,제주특별자치도 제주시 용담이동 464-10,제주특별자치도 제주시 용담이동 464-10,원호형,가상형,0,360,500,일반,Y,33.5145135300,126.5135110000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000602005,,제주특별자치도 제주시 서사로25길,제주특별자치도,제주시,,제주특별자치도 제주시 오라일동 2453-14,제주특별자치도 제주시 오라일동 2453-14,원호형,원호형,10,360,500,일반,Y,33.4964458992,126.5205863671,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:36
6510000,202465100000601824,,제주특별자치도 제주시 아연로,제주특별자치도,제주시,제주특별자치도 제주시 아연로 307,제주특별자치도 제주시 오등동 1679-7,제주특별자치도 제주시 오등동 1679-7,원호형,원호형,10,350,500,일반,Y,33.4668950600,126.5206556000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
6510000,202465100000601470,,제주특별자치도 제주시 선덕로5길,제주특별자치도,제주시,제주특별자치도 제주시 선덕로5길 16,제주특별자치도 제주시 연동 312-43,제주특별자치도 제주시 연동 312-43,원호형,원호형,10,360,500,일반,Y,33.4883455800,126.4997016000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:32
6510000,202465100000600112,,제주특별자치도 제주시 북흘로,제주특별자치도,제주시,,제주특별자치도 제주시 조천읍 북촌리 647-6,제주특별자치도 제주시 조천읍 북촌리 647-6,원호형,원호형,10,360,500,일반,Y,33.5467898947,126.6955773864,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000600500,,제주특별자치도 제주시 진남로,제주특별자치도,제주시,제주특별자치도 제주시 진남로 33,제주특별자치도 제주시 화북일동 4201-2,제주특별자치도 제주시 화북일동 4201-2,원호형,원호형,10,360,500,일반,Y,33.5232425548,126.5638439389,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000600123,,제주특별자치도 제주시 북흘로,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 북흘로 385-10,제주특별자치도 제주시 조천읍 선흘리 1030,제주특별자치도 제주시 조천읍 선흘리 1030,원호형,원호형,10,360,500,일반,Y,33.5150806668,126.7075123408,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000600665,,제주특별자치도 제주시 월산남길,제주특별자치도,제주시,,제주특별자치도 제주시 노형동 3447-1,제주특별자치도 제주시 노형동 3447-1,원호형,원호형,10,360,500,일반,Y,33.4697356660,126.4668829342,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:27
6510000,202465100000600050,,제주특별자치도 제주시 신북로,제주특별자치도,제주시,,제주특별자치도 제주시 조천읍 신촌리 2587-1,제주특별자치도 제주시 조천읍 신촌리 2587-1,원호형,원호형,10,360,500,일반,Y,33.5317736003,126.6182263649,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:24
6510000,202465100000600278,,제주특별자치도 제주시 서광로 13길,제주특별자치도,제주시,제주특별자치도 제주시 서광로13길 22,제주특별자치도 제주시 삼도일동 523,제주특별자치도 제주시 삼도일동 523,원호형,원호형,10,360,500,일반,Y,33.5019052800,126.5179276000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000600431,,제주특별자치도 제주시 용문로11길,제주특별자치도,제주시,제주특별자치도 제주시 용문로11길 14-1,제주특별자치도 제주시 용담이동 652-18,제주특별자치도 제주시 용담이동 652-18,원호형,원호형,8,360,500,일반,Y,33.5067059911,126.5074774596,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000600948,,제주특별자치도 제주시 일주서로,제주특별자치도,제주시,,제주특별자치도 제주시 이호일동 1923-3,제주특별자치도 제주시 이호일동 1923-3,원호형,원호형,10,360,500,일반,Y,33.4951220072,126.4506667502,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:29
6510000,202465100000601339,,제주특별자치도 제주시 1100로,제주특별자치도,제주시,,제주특별자치도 제주시 연동 산 146-1,제주특별자치도 제주시 연동 산 146-1,원호형,원호형,8,360,500,일반,Y,33.4252587562,126.4943673708,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:31
6510000,202465100000600649,,제주특별자치도 제주시 방안4길,제주특별자치도,제주시,,제주특별자치도 제주시 노형동 2169-6,제주특별자치도 제주시 노형동 2169-6,원호형,원호형,10,360,500,일반,Y,33.4764860797,126.4697750350,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:27
6510000,202465100000600460,,제주특별자치도 제주시 진서로,제주특별자치도,제주시,제주특별자치도 제주시 진서로 12,제주특별자치도 제주시 화북일동 1958-15,제주특별자치도 제주시 화북일동 1958-15,원호형,원호형,10,360,500,일반,Y,33.5198313900,126.5635390000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000601031,,제주특별자치도 제주시 다호북길,제주특별자치도,제주시,,제주특별자치도 제주시 도두일동 1382-7,제주특별자치도 제주시 도두일동 1382-7,원호형,원호형,8,360,500,일반,Y,33.5009093791,126.4777259274,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:29
6510000,202465100000601590,,제주특별자치도 제주시 지석15길,제주특별자치도,제주시,제주특별자치도 제주시 지석15길 17,제주특별자치도 제주시 삼양이동 2122-6,제주특별자치도 제주시 삼양이동 2122-6,원호형,원호형,10,360,500,일반,Y,33.5227167200,126.5858487000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:33
6510000,202465100000601819,,제주특별자치도 제주시 아봉로,제주특별자치도,제주시,제주특별자치도 제주시 아봉로 82,제주특별자치도 제주시 아라이동 906-4,제주특별자치도 제주시 아라이동 906-4,원호형,원호형,10,360,500,일반,Y,33.4780065600,126.5525245000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:35
6510000,202465100000601521,,제주특별자치도 제주시 서흘길,제주특별자치도,제주시,제주특별자치도 제주시 서흘길 39,제주특별자치도 제주시 삼양일동 1778,제주특별자치도 제주시 삼양일동 1778,원호형,원호형,10,360,500,일반,Y,33.5288316100,126.5894850000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:33
6510000,202465100000600889,,제주특별자치도 제주시 우정로12길,제주특별자치도,제주시,제주특별자치도 제주시 우정로12길 23,제주특별자치도 제주시 외도일동 539-30,제주특별자치도 제주시 외도일동 539-30,원호형,원호형,10,360,500,일반,Y,33.4873108881,126.4284580143,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:28
6510000,202465100000601071,,제주특별자치도 제주시 한림중앙로,제주특별자치도,제주시,,제주특별자치도 제주시 한림읍 동명리 1578-19,제주특별자치도 제주시 한림읍 동명리 1578-19,원호형,원호형,10,360,500,일반,Y,33.4078778975,126.2666744501,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:30
6510000,202465100000600194,,제주특별자치도 제주시 함대로,제주특별자치도,제주시,제주특별자치도 제주시 조천읍 함대로 445,제주특별자치도 제주시 조천읍 대흘리 1837-3,제주특별자치도 제주시 조천읍 대흘리 1837-3,원호형,원호형,10,360,500,일반,Y,33.5059765396,126.6591624400,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000600472,,제주특별자치도 제주시 진서로,제주특별자치도,제주시,,제주특별자치도 제주시 화북일동 4302-1,제주특별자치도 제주시 화북일동 4302-1,원호형,원호형,10,360,500,일반,Y,33.5252004174,126.5627760810,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:26
6510000,202465100000601635,,제주특별자치도 제주시 매촌2길,제주특별자치도,제주시,제주특별자치도 제주시 매촌2길 70,제주특별자치도 제주시 도련일동 1751,제주특별자치도 제주시 도련일동 1751,원호형,원호형,10,360,500,일반,Y,33.5100489000,126.5908968000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:34
6510000,202465100000600243,,제주특별자치도 제주시 서사로 23길,제주특별자치도,제주시,제주특별자치도 제주시 서사로23길 33,제주특별자치도 제주시 삼도일동 581-3,제주특별자치도 제주시 삼도일동 581-3,원호형,원호형,10,360,500,일반,Y,33.4979316000,126.5231697000,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:25
6510000,202465100000601293,,제주특별자치도 제주시 신한로,제주특별자치도,제주시,,제주특별자치도 제주시 한경면 두모리 564-5,제주특별자치도 제주시 한경면 두모리 564-5,원호형,원호형,10,360,500,일반,Y,33.3387898770,126.1956007606,Y,N,,제주특별자치도 제주시청,064-728-3742,2024-07-25,I,2026-05-15 18:45:22,2024-09-04 21:39:31
