개방자치단체코드,관리번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분명,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자,데이터갱신구분,데이터갱신시점,최종수정시점
6510000,202465100000701554,19코스,북촌항구 화장실 서쪽 벽면,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 조천읍 북촌7길 37,제주특별자치도 제주시 조천읍 북촌리 1363-1,제주특별자치도 정보정책과,064-710-2352,33.5510898,126.6933515,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:54
6510000,202465100000701188,제주대학교교육대학 (거로 입구방면),정류장 지붕에 무지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 화북이동 4948-1,제주특별자치도 정보정책과,064-710-2352,33.5130825,126.5533367,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000701462,금능석물원,석물원 관리사무소 외벽,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 한림읍 한림로 186-8,제주특별자치도 제주시 한림읍 금능리 1246,제주특별자치도 정보정책과,064-710-2352,33.3851235,126.2275118,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:54
6510000,202465100000701301,천수동 (고으니모르 국립제주박물관방면),버스정류장 지붕위,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 동광로 146,제주특별자치도 제주시 일도이동 370-5,제주특별자치도 정보정책과,064-710-2352,33.5084329,126.5420168,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000700987,중엄리 (신엄리방면),버스정류장 상부,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 애월읍 신엄리 757-33,제주특별자치도 정보정책과,064-710-2352,33.4736834,126.3736905,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000701392,돌빛나예술학교,동굴돌담길 캠핑장 실내,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 한림읍 협재남4길 26,제주특별자치도 제주시 한림읍 협재리 2190-1,제주특별자치도 정보정책과,064-710-2352,33.3841791,126.2479812,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
6510000,202465100000700590,월정리 해변,월정리해변 재난감시용 CCTV 북서,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 구좌읍 월정리 33-3,제주특별자치도 정보정책과,064-710-2352,33.5551135,126.7986385,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000701413,누웨모루거리(구 바오젠거리),관광안내소 지붕(바오젠거리 공영주차빌딩 주변),제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 신대로12길 54,제주특별자치도 제주시 연동 272-56,제주특별자치도 정보정책과,064-710-2352,33.4890683,126.4909093,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
6510000,202465100000701469,궷물오름,중계기-북서,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 애월읍 산록서로 372,제주특별자치도 제주시 애월읍 유수암리 1191-2,제주특별자치도 정보정책과,064-710-2352,33.4024669,126.4082114,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:54
6510000,202465100000701161,동성마을 (제주버스터미널방면),길건너 정류장 방향 지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 서광로 131,제주특별자치도 제주시 용담이동 2637-15,제주특별자치도 정보정책과,064-710-2352,33.5004933,126.5104579,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:50
6510000,202465100000701393,돌문화공원,제2코스 관리소 상부,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 조천읍 남조로 2023,제주특별자치도 제주시 조천읍 교래리 산 95,제주특별자치도 정보정책과,064-710-2352,33.4463446,126.6605733,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
6510000,202465100000701192,정존마을 (노형초등학교방면),북쪽정류장ip경유/부동산앞ip경유/가로등에AP추가,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 노형로 345,제주특별자치도 제주시 노형동 2519-16,제주특별자치도 정보정책과,064-710-2352,33.4819758,126.4734738,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000701684,사라봉공원,관리사무실 외벽,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 사라봉동길 74,제주특별자치도 제주시 건입동 387-1,제주특별자치도 정보정책과,064-710-2365,33.5186634130,126.5476898472,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:56
6510000,202465100000700453,전기차충전소_한경체육관,화장실 복도 외벽,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 한경면 칠전로 41,제주특별자치도 제주시 한경면 고산리 1881-2,제주특별자치도 정보정책과,064-710-2352,33.3010963,126.1841546,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:44
6510000,202465100000700804,사려니숲길,가로등,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 봉개동 2750-2,제주특별자치도 정보정책과,064-710-2352,33.434312,126.6377461,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:47
6510000,202465100000701271,"제주동초등학교 (동문로터리, 동문시장방면)",CU옆 동초 버스정류장 지붕,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 동문로 51,제주특별자치도 제주시 건입동 1109-9,제주특별자치도 정보정책과,064-710-2352,33.5134284,126.5321603,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000701370,문화예술마을 저지리 농어촌체험마을,IP주,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 한경면 중산간서로 3675,제주특별자치도 제주시 한경면 저지리 1863-1,제주특별자치도 정보정책과,064-710-2352,33.3327221,126.2558643,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
6510000,202465100000700249,제주아트랜드,매표소,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 구좌읍 번영로 2172-80,제주특별자치도 제주시 구좌읍 송당리 2764-1,제주특별자치도 정보정책과,064-710-2352,33.4239313,126.7442144,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000700070,한림중앙상가,건물외벽-주차장방향,제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,제주특별자치도 제주시 한림읍 한림북동길 7,제주특별자치도 제주시 한림읍 한림리 1346-9,제주특별자치도 정보정책과,064-710-2352,33.415544,126.2640466,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:41
6510000,202465100000700494,전기차충전소_제주대학교 병원,IP주 상단,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 아란13길 15,제주특별자치도 제주시 아라일동 1753-3,제주특별자치도 정보정책과,064-710-2352,33.4671348,126.5453335,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:44
6510000,202465100000701073,구산마을 (구산마을입구방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 아라일동 2612-11,제주특별자치도 정보정책과,064-710-2352,33.4832579,126.5379306,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000701233,봉개동 (봉개동 큰동네방면),정류장 지붕에 무지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 번영로 470,제주특별자치도 제주시 봉개동 1948,제주특별자치도 정보정책과,064-710-2352,33.4914595,126.5921858,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000701090,아르미아파트 (대한목공소방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 도련일동 1205-5,제주특별자치도 정보정책과,064-710-2352,33.4962911,126.5944965,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:50
6510000,202465100000701186,제주중앙여자고등학교(아라방면) [405002041],공중전화부스 옆 CP주에서 버스정류장 방향으로 지향성 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 중앙로 359,제주특별자치도 제주시 이도이동 1987-5,제주특별자치도 정보정책과,064-710-2352,33.4900127,126.5388608,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000700620,우도등대 입구,ip주 상부- 서남,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 우도면 연평리 1658-7,제주특별자치도 정보정책과,064-710-2352,33.4961385,126.9557297,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000701092,도두동 (도리초등학교방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 도두일동 2531-1,제주특별자치도 정보정책과,064-710-2352,33.5029091,126.4661007,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:50
6510000,202465100000701377,메이즈랜드,출입구 좌측돌하르방 뒤 주차장방향,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 구좌읍 비자림로 2134-47,제주특별자치도 제주시 구좌읍 평대리 3322,제주특별자치도 정보정책과,064-710-2352,33.4887233,126.8009119,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
6510000,202465100000700710,시민복지타운근린공원,CCTV Pole 서쪽으로 지향 1개,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 복지로9길 25,제주특별자치도 제주시 도남동 749,제주특별자치도 정보정책과,064-710-2352,33.4894279,126.5260233,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:46
6510000,202465100000701690,해녀박물관,1층 홀,제주특별자치도,제주시,관공서,KT,Jeju Free Wifi,,제주특별자치도 제주시 구좌읍 해녀박물관길 26,제주특별자치도 제주시 구좌읍 상도리 3204-1,제주특별자치도 정보정책과,064-710-2371,33.5236098769,126.8634255904,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:56
6510000,202465100000701178,탐라장애인 종합복지관 (홍랑로입구방면),길건너 정류장 방향 지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 서광로 276,제주특별자치도 제주시 이도이동 1781-17,제주특별자치도 정보정책과,064-710-2352,33.4999404,126.5260389,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000701616,1-4호어린이공원,CCTV pole,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 도남동 914-13,제주특별자치도 정보정책과,064-710-2352,33.4994047,126.5257251,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:55
6510000,202465100000700707,신비의도로(도깨비도로),화장실 처마(주차장) 동남,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 1100로 2894-63,제주특별자치도 제주시 노형동 289-15,제주특별자치도 정보정책과,064-710-2352,33.4512124,126.4872849,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:46
6510000,202465100000700924,신제주초등학교 (민오름방면),인근 가로등설치(맞은편 방향),제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 신대로 145,제주특별자치도 제주시 연동 304-26,제주특별자치도 정보정책과,064-710-2352,33.4842885,126.4967161,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:48
6510000,202465100000700431,절물자연휴양림,목공예체험장 옥탑 남,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 명림로 584,제주특별자치도 제주시 봉개동 산 78-1,제주특별자치도 정보정책과,064-710-2352,33.4313587,126.6225876,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:44
6510000,202465100000701228,산천단 한국폴리텍대학 (사회복지법인 춘강방면),길건너 정류장 방향 지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 아라일동 371-5,제주특별자치도 정보정책과,064-710-2352,33.448645,126.5547194,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000700698,신양항 여객선대합실,대합실 서쪽벽면,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 추자면 추자로 576-15,제주특별자치도 제주시 추자면 신양리 434-1,제주특별자치도 정보정책과,064-710-2352,33.9448943,126.3291529,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:46
6510000,202465100000700328,제주동문시장,9번게이트 옆 KT주,제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,제주특별자치도 제주시 중앙로13길 27,제주특별자치도 제주시 일도일동 1102-54,제주특별자치도 정보정책과,064-710-2352,33.5115765,126.5272945,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:43
6510000,202465100000701353,방림원,본관 매표소 방향,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 한경면 용금로 864,제주특별자치도 제주시 한경면 저지리 2120-91,제주특별자치도 정보정책과,064-710-2352,33.3371723,126.2685032,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000700792,삼무공원,CCTV폴에 지향 1개,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 신대로8길 35,제주특별자치도 제주시 연동 281-2,제주특별자치도 정보정책과,064-710-2352,33.4918332,126.492895,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:47
6510000,202465100000700715,시민복지타운광장,공원내 화장실벽면,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 연삼로 286,제주특별자치도 제주시 도남동 582,제주특별자치도 정보정책과,064-710-2352,33.4916992,126.5229397,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:46
6510000,202465100000700319,제주동문시장,제라한 오메기떡 아케이드 위,제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,제주특별자치도 제주시 동문로 6-8,제주특별자치도 제주시 일도일동 1482-1,제주특별자치도 정보정책과,064-710-2352,33.5122406,126.5270357,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:43
6510000,202465100000701701,제주목관아,매표소 옆 출입구천정,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 관덕로 25,제주특별자치도 제주시 삼도이동 1045-1,제주특별자치도 정보정책과,064-710-2382,33.5140017100,126.5218039000,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:56
6510000,202465100000701329,고산환승정류장(고산1리) (한경면종합복지회관방면),고산 1리 6거리 버스정류장,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 한경면 용고로 76,제주특별자치도 제주시 한경면 고산리 2919-14,제주특별자치도 정보정책과,064-710-2352,33.3005365,126.1803979,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:52
6510000,202465100000701387,두모리포구,중계기 - 동남,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 한경면 두모리 2607,제주특별자치도 정보정책과,064-710-2352,33.3576018,126.1821439,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
6510000,202465100000701020,동회천 (새가름방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 회천동 1319-2,제주특별자치도 정보정책과,064-710-2352,33.5042006,126.615548,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000700579,이호테우해변(이호테우해수욕장),이호비치화장실 지붕 남,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 서해안로 45-18,제주특별자치도 제주시 이호일동 431-2,제주특별자치도 정보정책과,064-710-2352,33.4997052,126.4549442,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000700828,비블리아성서식물원,입구 기둥-주차장방향 남,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 한림읍 조성로 17,제주특별자치도 제주시 한림읍 상명리 1191-5,제주특별자치도 정보정책과,064-710-2352,33.3560791,126.2750795,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:47
6510000,202465100000701441,꿈바당도서관,건물좌측 외벽,제주특별자치도,제주시,관공서,KT,Jeju Free Wifi,,제주특별자치도 제주시 연오로 140,제주특별자치도 제주시 연동 463,제주특별자치도 정보정책과,064-710-2352,33.4805926,126.4997387,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
6510000,202465100000700064,한마음공원,CCTV pole에서 동쪽으로 지향,제주특별자치도,제주시,편의시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 이도이동 1942-1,제주특별자치도 정보정책과,064-710-2352,33.495536,126.544708,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:40
6510000,202465100000700202,종달리수국길,KT통신주(지미봉T),제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 구좌읍 종달리 24-1,제주특별자치도 정보정책과,064-710-2352,33.5065049,126.9124899,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000700998,주암주택 (조천만세동산방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 조천읍 조천리 836-1,제주특별자치도 정보정책과,064-710-2352,33.5409373,126.6454747,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000700079,한림읍사무소,2층 대회의실 천장,제주특별자치도,제주시,관공서,KT,Jeju Free Wifi,,제주특별자치도 제주시 한림읍 한림상로 132,제주특별자치도 제주시 한림읍 한림리 919,제주특별자치도 정보정책과,064-710-2352,33.4103614,126.2673638,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:41
6510000,202465100000700601,우도해안도로,클린하우스 IP주-서,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 우도면 연평리 2650-1,제주특별자치도 정보정책과,064-710-2352,33.4944343,126.9461297,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:45
6510000,202465100000700961,광령초등학교 (광령1리사무소 방면),버스정류장 천장,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 애월읍 광령리 1345-3,제주특별자치도 정보정책과,064-710-2352,33.4606355,126.4365562,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:48
6510000,202465100000701150,우령마을입구 (일우 한란 아파트방면),길건너 정류장 방향 지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 우정로 50,제주특별자치도 제주시 외도일동 498-9,제주특별자치도 정보정책과,064-710-2352,33.488527,126.4306431,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:50
6510000,202465100000701722,제주시 차량관리과 자동차등록사무소,자동차등록사업소 내부,제주특별자치도,제주시,관공서,KT,Jeju Free Wifi,,,제주특별자치도 제주시 오라일동 1165,제주특별자치도 정보정책과,064-710-2403,33.49779126,126.5144943,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:56
6510000,202465100000701217,아라동주민센터 (남국원(광양방면)방면),CCTV pole에서 아라치과(초록마을 아라점) 방향으로 지향성 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 중앙로 527,제주특별자치도 제주시 아라일동 6103-6,제주특별자치도 정보정책과,064-710-2352,33.4763177,126.5449863,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000700231,제주의료원,24병동 오물처리실 벽면 위,제주특별자치도,제주시,기타,KT,Jeju Free Wifi,,제주특별자치도 제주시 산천단남길 10,제주특별자치도 제주시 아라일동 4-17,제주특별자치도 정보정책과,064-710-2352,33.4453101,126.5602272,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000700823,비자림,화장실 처마(주차장),제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 구좌읍 비자숲길 62,제주특별자치도 제주시 구좌읍 평대리 3164-1,제주특별자치도 정보정책과,064-710-2352,33.4912478,126.8102603,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:47
6510000,202465100000701109,사라봉 (사라봉오거리방면),정류장 천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 고으니길 30,제주특별자치도 제주시 건입동 566,제주특별자치도 정보정책과,064-710-2352,33.514033,126.5444306,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:50
6510000,202465100000701064,제주서중학교 (제성마을방면),정류장천정,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 일주서로 7810,제주특별자치도 제주시 연동 2414-2,제주특별자치도 정보정책과,064-710-2352,33.4933924,126.4810424,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:49
6510000,202465100000701187,제주대학교교육대학 (국립제주박물관방면),길건너 정류장 방향 지향 1개,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 화북이동 4948-1,제주특별자치도 정보정책과,064-710-2352,33.5130825,126.5533367,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:51
6510000,202465100000700184,천진항,마을정보센타 비가림위 - 북,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,제주특별자치도 제주시 우도면 우도해안길 70,제주특별자치도 제주시 우도면 연평리 1737-13,제주특별자치도 정보정책과,064-710-2352,33.4929388,126.9515821,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:42
6510000,202465100000700016,협재 해변(협재해수욕장),종합상황실 외벽(북동),제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,,제주특별자치도 제주시 한림읍 협재리 2451,제주특별자치도 정보정책과,064-710-2352,33.3935737,126.2384746,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:40
6510000,202465100000700895,고성2리 (제주공룡랜드방면),버스정류소 상부,제주특별자치도,제주시,교통시설,KT,Jeju Free Wifi,,,제주특별자치도 제주시 애월읍 고성리 919-1,제주특별자치도 정보정책과,064-710-2352,33.4362715,126.4241434,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:48
6510000,202465100000700820,빅볼랜드,KT IP주,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 애월읍 산록서로 15,제주특별자치도 제주시 애월읍 어음리 산3,제주특별자치도 정보정책과,064-710-2352,33.3896919,126.3755252,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:47
6510000,202465100000700167,칠성로 쇼핑거리,CCTV pole,제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 관덕로13길 14,제주특별자치도 제주시 일도일동 1340-1,제주특별자치도 정보정책과,064-710-2352,33.5142492,126.5261191,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:41
6510000,202465100000701406,더마파크,매표소외부(입장로),제주특별자치도,제주시,관광,KT,Jeju Free Wifi,,제주특별자치도 제주시 한림읍 월림7길 155,제주특별자치도 제주시 한림읍 월림리 산 8,제주특별자치도 정보정책과,064-710-2352,33.3550487,126.2427533,2024-08-06,I,2026-05-15 18:45:29,2024-08-06 15:05:53
